State,PeopleAffected,Domain,ResourcesRequired,UrgencyReason,Timeline,Urgency,EstimatedCost
Andhra Pradesh,714,Education,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,7612.47
Delhi,94,Food,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,1012.51
Telangana,316,Employment,Funds,Disease Outbreak,Immediate,High,4981.29
Telangana,338,Healthcare,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,5574.43
Maharashtra,69,Education,Medicines,Community Emergency,Immediate,Low,1322.47
Bihar,161,Food,Volunteers,Community Emergency,Within 1 week,Medium,1462.69
Tamil Nadu,58,Employment,Volunteers,Community Emergency,Immediate,Low,325.63
Karnataka,227,Shelter,Volunteers,Health Emergency,Long term,Medium,1843.28
Tamil Nadu,679,Education,Volunteers,Health Emergency,Within 1 week,High,4337.64
Delhi,66,Food,Funds,Natural Disaster (Flood/Earthquake),Long term,High,942.0
Maharashtra,94,Shelter,Funds,Seasonal Need,Within 1 week,Low,1412.97
Karnataka,837,Employment,Volunteers,Disease Outbreak,Within 1 week,High,4813.08
Karnataka,955,Education,Volunteers,Health Emergency,Long term,High,6071.82
Tamil Nadu,909,Disaster Relief,Food Kits,Disease Outbreak,Long term,High,11282.0
Karnataka,172,Disaster Relief,Volunteers,Seasonal Need,Immediate,Medium,1565.84
Karnataka,199,Education,Funds,Community Emergency,Immediate,Medium,2607.58
Andhra Pradesh,996,Shelter,Beds/Shelter,Disease Outbreak,Within 1 week,High,63373.79
Karnataka,13882,Shelter,Funds,Disease Outbreak,Long term,High,208121.68
Telangana,793,Disaster Relief,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,50720.49
Tamil Nadu,668,Employment,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,38563.53
Andhra Pradesh,38,Healthcare,Volunteers,Seasonal Need,Within 1 week,Low,456.47
Maharashtra,167,Shelter,Food Kits,Seasonal Need,Long term,Medium,1997.2
Maharashtra,58,Education,Medicines,Seasonal Need,Long term,Low,1148.61
Karnataka,69,Food,Medicines,Seasonal Need,Immediate,Low,1476.85
Bihar,78,Shelter,Volunteers,Community Emergency,Immediate,Low,616.43
Maharashtra,199,Employment,Volunteers,Seasonal Need,Long term,Medium,1163.44
Bihar,236,Food,Food Kits,Disease Outbreak,Within 1 week,High,2717.37
Andhra Pradesh,223,Disaster Relief,Volunteers,Health Emergency,Long term,Medium,2002.86
Maharashtra,451,Employment,Medicines,Health Emergency,Within 1 week,Medium,10217.41
Delhi,387,Disaster Relief,Funds,Health Emergency,Immediate,Medium,6193.71
Maharashtra,983,Disaster Relief,Volunteers,Health Emergency,Long term,High,9309.7
Karnataka,604,Food,Medicines,Disease Outbreak,Within 1 week,High,12846.36
Bihar,74,Shelter,Funds,Community Emergency,Long term,Low,1131.58
Karnataka,295,Employment,Funds,Disease Outbreak,Within 1 week,High,3339.74
Telangana,158,Food,Beds/Shelter,Disease Outbreak,Immediate,High,12583.61
Andhra Pradesh,144,Healthcare,Food Kits,Community Emergency,Within 1 week,Medium,3032.18
Tamil Nadu,259,Shelter,Medicines,Disease Outbreak,Immediate,High,8578.06
Tamil Nadu,21,Healthcare,Medicines,Seasonal Need,Immediate,Low,799.18
Delhi,108,Shelter,Medicines,Seasonal Need,Within 1 week,Medium,3367.7
Gujarat,169,Disaster Relief,Funds,Community Emergency,Within 1 week,Medium,3547.4
Gujarat,60,Healthcare,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,650.74
Maharashtra,748,Employment,Beds/Shelter,Disease Outbreak,Within 1 week,High,33442.29
Tamil Nadu,1684,Shelter,Beds/Shelter,Disease Outbreak,Immediate,High,137902.1
Bihar,209,Shelter,Food Kits,Natural Disaster (Flood/Earthquake),Immediate,High,3032.62
Maharashtra,476,Healthcare,Food Kits,Health Emergency,Immediate,Medium,8170.11
Tamil Nadu,781,Education,Volunteers,Disease Outbreak,Long term,High,4691.72
Maharashtra,12012,Food,Beds/Shelter,Health Emergency,Immediate,High,790243.12
Bihar,976,Disaster Relief,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,12503.21
Telangana,16,Food,Beds/Shelter,Seasonal Need,Long term,Low,997.46
Maharashtra,875,Disaster Relief,Volunteers,Health Emergency,Within 1 week,High,7645.89
Delhi,81,Education,Volunteers,Seasonal Need,Immediate,Low,597.69
Gujarat,31,Healthcare,Food Kits,Community Emergency,Immediate,Low,486.56
Bihar,31,Education,Food Kits,Community Emergency,Immediate,Low,313.16
Gujarat,29,Shelter,Funds,Seasonal Need,Immediate,Low,484.68
Tamil Nadu,13,Shelter,Beds/Shelter,Community Emergency,Immediate,Low,767.63
Telangana,184,Healthcare,Medicines,Seasonal Need,Within 1 week,Medium,7300.5
Tamil Nadu,193,Food,Volunteers,Seasonal Need,Immediate,Medium,1491.85
Karnataka,174,Healthcare,Volunteers,Disease Outbreak,Immediate,High,2351.86
Bihar,164,Employment,Medicines,Seasonal Need,Long term,Medium,2819.61
Telangana,44,Food,Medicines,Community Emergency,Immediate,Low,955.13
Andhra Pradesh,178,Disaster Relief,Volunteers,Disease Outbreak,Long term,High,1484.5
Maharashtra,653,Food,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,48500.36
Telangana,205,Shelter,Volunteers,Health Emergency,Immediate,Medium,1783.68
Karnataka,69,Disaster Relief,Volunteers,Seasonal Need,Immediate,Low,668.87
Delhi,669,Education,Funds,Disease Outbreak,Long term,High,8936.4
Karnataka,258,Employment,Beds/Shelter,Disease Outbreak,Long term,High,11715.81
Telangana,912,Education,Medicines,Disease Outbreak,Immediate,High,22103.22
Karnataka,59,Healthcare,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,6409.64
Telangana,194,Food,Beds/Shelter,Community Emergency,Long term,Medium,11356.45
Delhi,79,Education,Beds/Shelter,Community Emergency,Immediate,Low,3708.63
Gujarat,474,Healthcare,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,7740.08
Andhra Pradesh,14,Healthcare,Medicines,Seasonal Need,Within 1 week,Low,527.95
Bihar,229,Disaster Relief,Beds/Shelter,Disease Outbreak,Long term,High,14553.87
Delhi,131,Employment,Food Kits,Community Emergency,Within 1 week,Medium,1446.04
Gujarat,104,Disaster Relief,Beds/Shelter,Seasonal Need,Immediate,Medium,7408.53
Karnataka,224,Food,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,13456.02
Tamil Nadu,168,Employment,Medicines,Health Emergency,Immediate,Medium,2915.81
Tamil Nadu,4471,Healthcare,Food Kits,Disease Outbreak,Immediate,High,93345.72
Maharashtra,653,Education,Volunteers,Health Emergency,Immediate,High,5168.77
Karnataka,71,Disaster Relief,Medicines,Seasonal Need,Long term,Low,2068.69
Andhra Pradesh,604,Healthcare,Beds/Shelter,Health Emergency,Long term,High,53667.81
Karnataka,546,Disaster Relief,Volunteers,Disease Outbreak,Within 1 week,High,4571.54
Gujarat,58,Healthcare,Volunteers,Seasonal Need,Long term,Low,609.65
Andhra Pradesh,549,Healthcare,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,55954.65
Maharashtra,182,Shelter,Funds,Natural Disaster (Flood/Earthquake),Long term,High,3058.6
Andhra Pradesh,198,Employment,Food Kits,Seasonal Need,Within 1 week,Medium,2086.44
Bihar,63,Shelter,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,1292.4
Andhra Pradesh,610,Healthcare,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,71161.37
Karnataka,139,Shelter,Volunteers,Seasonal Need,Long term,Medium,1083.94
Delhi,686,Disaster Relief,Medicines,Disease Outbreak,Immediate,High,23710.9
Telangana,981,Shelter,Beds/Shelter,Health Emergency,Immediate,High,83458.2
Delhi,701,Shelter,Beds/Shelter,Natural Disaster (Flood/Earthquake),Long term,High,44064.79
Telangana,813,Food,Funds,Health Emergency,Immediate,High,14984.01
Karnataka,101,Education,Medicines,Community Emergency,Immediate,Medium,2333.02
Bihar,473,Food,Volunteers,Health Emergency,Long term,Medium,3542.74
Delhi,816,Shelter,Medicines,Health Emergency,Long term,High,22031.2
Gujarat,105,Shelter,Funds,Seasonal Need,Immediate,Medium,1654.05
Tamil Nadu,129,Food,Medicines,Community Emergency,Long term,Medium,2932.34
Karnataka,17,Food,Beds/Shelter,Seasonal Need,Immediate,Low,1015.84
Andhra Pradesh,177,Food,Volunteers,Community Emergency,Within 1 week,Medium,1429.73
Karnataka,169,Shelter,Funds,Seasonal Need,Within 1 week,Medium,3183.94
Andhra Pradesh,122,Shelter,Food Kits,Seasonal Need,Within 1 week,Medium,1782.61
Bihar,190,Food,Beds/Shelter,Health Emergency,Immediate,Medium,11449.8
Bihar,899,Education,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,24025.22
Gujarat,650,Disaster Relief,Beds/Shelter,Health Emergency,Within 1 week,High,46855.28
Telangana,8809,Education,Food Kits,Natural Disaster (Flood/Earthquake),Immediate,High,106058.84
Telangana,82,Disaster Relief,Volunteers,Seasonal Need,Long term,Low,804.92
Telangana,174,Disaster Relief,Food Kits,Community Emergency,Immediate,Medium,2369.5
Tamil Nadu,248,Food,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,8156.73
Bihar,195,Shelter,Medicines,Seasonal Need,Immediate,Medium,4822.8
Gujarat,97,Healthcare,Volunteers,Seasonal Need,Immediate,Low,1077.2
Maharashtra,617,Disaster Relief,Funds,Disease Outbreak,Immediate,High,12862.39
Gujarat,778,Employment,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,7460.5
Gujarat,341,Education,Funds,Disease Outbreak,Within 1 week,High,4069.28
Bihar,465,Shelter,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,5577.11
Maharashtra,297,Food,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,21518.12
Delhi,831,Shelter,Funds,Disease Outbreak,Long term,High,13707.16
Karnataka,830,Shelter,Beds/Shelter,Disease Outbreak,Immediate,High,62042.53
Tamil Nadu,373,Education,Medicines,Disease Outbreak,Immediate,High,10713.95
Delhi,359,Healthcare,Food Kits,Health Emergency,Immediate,Medium,6433.53
Karnataka,532,Employment,Volunteers,Health Emergency,Long term,High,3324.25
Maharashtra,778,Food,Funds,Disease Outbreak,Immediate,High,12707.5
Telangana,125,Healthcare,Food Kits,Seasonal Need,Within 1 week,Medium,2513.14
Delhi,138,Education,Food Kits,Community Emergency,Long term,Medium,1463.63
Andhra Pradesh,877,Education,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,8126.26
Andhra Pradesh,3,Education,Beds/Shelter,Seasonal Need,Within 1 week,Low,148.31
Tamil Nadu,254,Disaster Relief,Beds/Shelter,Health Emergency,Long term,Medium,16892.65
Gujarat,131,Food,Food Kits,Seasonal Need,Immediate,Medium,1455.71
Tamil Nadu,451,Shelter,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,3648.97
Gujarat,73,Employment,Volunteers,Community Emergency,Long term,Low,482.57
Maharashtra,850,Healthcare,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,16002.34
Andhra Pradesh,349,Shelter,Volunteers,Disease Outbreak,Immediate,High,3716.19
Gujarat,260,Employment,Funds,Health Emergency,Immediate,Medium,2885.11
Tamil Nadu,198,Employment,Medicines,Community Emergency,Immediate,Medium,3565.51
Andhra Pradesh,121,Food,Beds/Shelter,Community Emergency,Within 1 week,Medium,7468.03
Gujarat,66,Healthcare,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,5421.02
Bihar,162,Education,Beds/Shelter,Community Emergency,Within 1 week,Medium,8972.55
Gujarat,431,Food,Funds,Disease Outbreak,Immediate,High,7995.96
Karnataka,356,Education,Medicines,Health Emergency,Within 1 week,Medium,8895.47
Telangana,335,Healthcare,Funds,Health Emergency,Long term,Medium,7539.45
Delhi,751,Healthcare,Funds,Natural Disaster (Flood/Earthquake),Long term,High,14086.85
Tamil Nadu,223,Healthcare,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,8107.53
Delhi,754,Disaster Relief,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,22710.21
Andhra Pradesh,81,Employment,Beds/Shelter,Seasonal Need,Immediate,Low,3521.03
Bihar,80,Disaster Relief,Food Kits,Community Emergency,Long term,Low,1063.58
Gujarat,156,Food,Funds,Seasonal Need,Within 1 week,Medium,2688.27
Bihar,125,Education,Medicines,Community Emergency,Immediate,Medium,2429.7
Telangana,851,Employment,Funds,Health Emergency,Immediate,High,11284.08
Bihar,119,Education,Medicines,Seasonal Need,Immediate,Medium,2388.76
Andhra Pradesh,913,Healthcare,Volunteers,Disease Outbreak,Long term,High,10352.66
Tamil Nadu,189,Healthcare,Volunteers,Seasonal Need,Within 1 week,Medium,2333.22
Tamil Nadu,21,Food,Beds/Shelter,Seasonal Need,Immediate,Low,1192.43
Telangana,782,Employment,Volunteers,Natural Disaster (Flood/Earthquake),Immediate,High,6314.98
Bihar,14,Employment,Beds/Shelter,Community Emergency,Long term,Low,710.86
Telangana,783,Disaster Relief,Medicines,Health Emergency,Immediate,High,28184.38
Andhra Pradesh,605,Employment,Beds/Shelter,Disease Outbreak,Within 1 week,High,25637.78
Maharashtra,121,Shelter,Funds,Seasonal Need,Immediate,Medium,2012.26
Maharashtra,918,Healthcare,Food Kits,Health Emergency,Immediate,High,19079.31
Tamil Nadu,220,Healthcare,Volunteers,Disease Outbreak,Long term,High,2563.23
Bihar,560,Food,Food Kits,Health Emergency,Immediate,High,7257.81
Tamil Nadu,489,Disaster Relief,Medicines,Disease Outbreak,Immediate,High,17921.33
Karnataka,670,Employment,Volunteers,Natural Disaster (Flood/Earthquake),Immediate,High,4825.28
Gujarat,117,Disaster Relief,Food Kits,Seasonal Need,Immediate,Medium,1728.16
Gujarat,180,Shelter,Beds/Shelter,Seasonal Need,Within 1 week,Medium,11782.97
Andhra Pradesh,921,Shelter,Volunteers,Disease Outbreak,Long term,High,7306.39
Telangana,149,Shelter,Medicines,Community Emergency,Within 1 week,Medium,4292.84
Delhi,104,Shelter,Medicines,Community Emergency,Within 1 week,Medium,3180.5
Karnataka,855,Employment,Funds,Disease Outbreak,Within 1 week,High,9978.51
Bihar,47,Food,Medicines,Seasonal Need,Immediate,Low,1045.9
Delhi,73,Disaster Relief,Volunteers,Seasonal Need,Immediate,Low,678.12
Delhi,92,Shelter,Medicines,Seasonal Need,Within 1 week,Low,2257.69
Andhra Pradesh,83,Food,Volunteers,Seasonal Need,Long term,Low,618.4
Delhi,646,Food,Beds/Shelter,Health Emergency,Within 1 week,High,32978.22
Gujarat,51,Employment,Medicines,Seasonal Need,Long term,Low,1012.75
Bihar,438,Employment,Funds,Disease Outbreak,Within 1 week,High,4503.85
Delhi,44,Education,Food Kits,Community Emergency,Immediate,Low,484.03
Telangana,885,Employment,Food Kits,Disease Outbreak,Long term,High,7282.89
Maharashtra,60,Education,Volunteers,Health Emergency,Immediate,Low,411.12
Bihar,687,Healthcare,Volunteers,Health Emergency,Immediate,High,9568.44
Bihar,14337,Disaster Relief,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,478394.64
Gujarat,854,Disaster Relief,Beds/Shelter,Health Emergency,Immediate,High,76805.3
Andhra Pradesh,277,Disaster Relief,Volunteers,Natural Disaster (Flood/Earthquake),Immediate,High,3349.28
Karnataka,105,Shelter,Volunteers,Natural Disaster (Flood/Earthquake),Immediate,High,1132.72
Maharashtra,35,Employment,Medicines,Community Emergency,Immediate,Low,635.05
Bihar,144,Food,Volunteers,Seasonal Need,Immediate,Medium,1143.54
Andhra Pradesh,616,Disaster Relief,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,42623.59
Telangana,48,Education,Medicines,Community Emergency,Within 1 week,Low,962.94
Telangana,94,Shelter,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,704.02
Delhi,226,Disaster Relief,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,3306.7
Bihar,116,Employment,Volunteers,Seasonal Need,Long term,Medium,691.56
Karnataka,557,Employment,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,2969.39
Gujarat,216,Shelter,Medicines,Health Emergency,Long term,Medium,5352.4
Karnataka,126,Shelter,Food Kits,Community Emergency,Within 1 week,Medium,1965.1
Andhra Pradesh,96,Education,Medicines,Community Emergency,Long term,Low,2000.62
Tamil Nadu,170,Disaster Relief,Funds,Community Emergency,Immediate,Medium,2855.4
Telangana,150,Shelter,Food Kits,Disease Outbreak,Long term,High,1841.68
Andhra Pradesh,959,Education,Beds/Shelter,Health Emergency,Immediate,High,61665.84
Delhi,167,Employment,Food Kits,Seasonal Need,Long term,Medium,1622.59
Karnataka,69,Shelter,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,562.78
Bihar,93,Education,Funds,Seasonal Need,Immediate,Low,1288.76
Bihar,40,Food,Food Kits,Community Emergency,Immediate,Low,451.21
Karnataka,292,Employment,Beds/Shelter,Health Emergency,Long term,Medium,12921.61
Bihar,56,Disaster Relief,Medicines,Community Emergency,Immediate,Low,1434.21
Telangana,33,Shelter,Food Kits,Community Emergency,Immediate,Low,394.86
Telangana,755,Education,Food Kits,Health Emergency,Long term,High,8057.95
Maharashtra,188,Food,Medicines,Community Emergency,Long term,Medium,4677.01
Telangana,10,Shelter,Beds/Shelter,Seasonal Need,Within 1 week,Low,584.71
Gujarat,552,Healthcare,Medicines,Disease Outbreak,Within 1 week,High,18404.75
Andhra Pradesh,321,Healthcare,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,5237.85
Andhra Pradesh,367,Employment,Volunteers,Health Emergency,Immediate,Medium,2095.83
Bihar,908,Shelter,Funds,Health Emergency,Immediate,High,17102.85
Gujarat,600,Employment,Funds,Disease Outbreak,Immediate,High,8758.48
Karnataka,197,Healthcare,Food Kits,Seasonal Need,Long term,Medium,3252.84
Tamil Nadu,13,Shelter,Volunteers,Community Emergency,Within 1 week,Low,120.26
Tamil Nadu,668,Disaster Relief,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,5859.94
Tamil Nadu,81,Healthcare,Medicines,Seasonal Need,Within 1 week,Low,2931.41
Karnataka,948,Employment,Volunteers,Disease Outbreak,Long term,High,5808.86
Tamil Nadu,932,Healthcare,Volunteers,Health Emergency,Within 1 week,High,10891.0
Karnataka,374,Disaster Relief,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,8415.01
Delhi,68,Employment,Funds,Seasonal Need,Within 1 week,Low,843.82
Bihar,540,Disaster Relief,Funds,Health Emergency,Long term,High,9503.26
Tamil Nadu,49,Food,Medicines,Community Emergency,Immediate,Low,1077.99
Andhra Pradesh,23,Disaster Relief,Food Kits,Seasonal Need,Immediate,Low,344.11
Bihar,985,Food,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,10786.31
Tamil Nadu,701,Education,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,19998.23
Tamil Nadu,145,Food,Volunteers,Community Emergency,Immediate,Medium,1181.34
Gujarat,331,Education,Funds,Disease Outbreak,Within 1 week,High,4265.27
Bihar,668,Healthcare,Volunteers,Health Emergency,Long term,High,7860.03
Delhi,151,Shelter,Beds/Shelter,Community Emergency,Long term,Medium,9278.98
Andhra Pradesh,477,Food,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,3712.87
Andhra Pradesh,23,Healthcare,Volunteers,Community Emergency,Within 1 week,Low,239.26
Karnataka,352,Disaster Relief,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,3325.12
Maharashtra,73,Employment,Funds,Seasonal Need,Immediate,Low,889.36
Telangana,79,Shelter,Food Kits,Community Emergency,Long term,Low,889.94
Andhra Pradesh,68,Disaster Relief,Beds/Shelter,Community Emergency,Within 1 week,Low,4926.99
Maharashtra,973,Healthcare,Beds/Shelter,Health Emergency,Long term,High,72872.21
Maharashtra,239,Education,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,3630.73
